rig,scale,N,drive,steps,dt_s,end_energy_J,probe_settling_db,settling_signal_kind,witness_file,definition,source_end_definition,post_source_start_step,post_source_start_s,post_source_peak_energy_J,end_vs_post_peak_db,last_5pct_max_energy_J,last_5pct_vs_post_peak_db,status,reason
msl,3,16,two_port/1,25177,9.53287434765503e-14,1.1130217238062095e-25,-77.31776029454386,field probes,raw/msl/3_16/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,5.412105826924863e-23,-26.868626391732732,1.1130217238062095e-25,-26.868626391732732,truncation-suspect,
msl,3,16,one_port/0,25177,9.53287434765503e-14,1.1104388206391929e-25,-79.0204729607842,field probes,raw/msl/3_16/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",11698,1.1151556411886853e-09,7.0489436114267e-23,-28.02629400216082,2.3784883523560507e-25,-24.71823007422247,truncation-suspect,
msl_low,0,4,two_port/0,25177,9.53287434765503e-14,4.944743761674078e-28,-118.85960508558482,field probes,raw/msl_low/0_4/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",15037,1.4334583156568868e-09,8.522899565585993e-25,-32.36443579491197,1.173085084684232e-27,-28.612578577763543,truncation-suspect,
msl_low,0,4,two_port/1,25177,9.53287434765503e-14,5.700917016516237e-30,-122.10025852599655,field probes,raw/msl_low/0_4/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",15037,1.4334583156568868e-09,2.558760171456958e-26,-36.520848626715676,9.411659278672234e-30,-34.34363385620455,truncation-suspect,
msl_low,0,4,one_port/0,25177,9.53287434765503e-14,5.077559261016424e-28,-118.23182687402833,field probes,raw/msl_low/0_4/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",15037,1.4334583156568868e-09,6.50912502902174e-25,-31.078676128393973,1.2114111868740352e-27,-27.30231033793928,truncation-suspect,
msl_low,0.01,4,two_port/0,25177,9.53287434765503e-14,5.721620471519643e-27,-94.24877906263332,field probes,raw/msl_low/0.01_4/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",15037,1.4334583156568868e-09,7.6408105855478965e-25,-21.25620387072161,6.3784018715265556e-27,-20.78427555212761,truncation-suspect,
msl_low,0.01,4,two_port/1,25177,9.53287434765503e-14,5.339927734375325e-27,-92.75454393098846,field probes,raw/msl_low/0.01_4/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",15037,1.4334583156568868e-09,2.644900238595995e-26,-6.948739160573494,5.388776251112785e-27,-6.909191442797063,truncation-suspect,
msl_low,0.01,4,one_port/0,25177,9.53287434765503e-14,1.0241590850605891e-26,-93.41504722735742,field probes,raw/msl_low/0.01_4/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",15037,1.4334583156568868e-09,5.447294584767102e-25,-17.258134402892264,1.0950705930177627e-26,-16.967387455696684,truncation-suspect,
msl_low,0.03,4,two_port/0,25177,9.53287434765503e-14,3.4212313209327353e-25,-76.2832345925278,field probes,raw/msl_low/0.03_4/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",15037,1.4334583156568868e-09,5.590413181458758e-25,-2.132614680278817,3.5207177744375845e-25,-2.0081269448875685,truncation-suspect,
msl_low,0.03,4,two_port/1,25177,9.53287434765503e-14,3.4102696056166235e-25,-74.913297901525,field probes,raw/msl_low/0.03_4/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",15037,1.4334583156568868e-09,4.129878137601513e-25,-0.831485225390177,3.5051757354905333e-25,-0.7122744026235888,truncation-suspect,
msl_low,0.03,4,one_port/0,25177,9.53287434765503e-14,6.331608152557922e-25,-75.52436362282363,field probes,raw/msl_low/0.03_4/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",15037,1.4334583156568868e-09,9.025905874962725e-25,-1.5397677062648352,6.507499482518919e-25,-1.4207665799992637,truncation-suspect,
msl_low,0.1,4,two_port/0,25177,9.53287434765503e-14,1.7688874202373177e-23,-59.30789069317104,field probes,raw/msl_low/0.1_4/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",15037,1.4334583156568868e-09,3.744783617146026e-23,-3.2572653477036195,1.967727700007326e-23,-2.7946172885643756,truncation-suspect,
msl_low,0.1,4,two_port/1,25177,9.53287434765503e-14,1.7448688144838725e-23,-58.22426756455508,field probes,raw/msl_low/0.1_4/two_port/witness_01.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",15037,1.4334583156568868e-09,3.878078706478669e-23,-3.4685383823553337,1.941515272076461e-23,-3.00475807854074,truncation-suspect,
msl_low,0.1,4,one_port/0,25177,9.53287434765503e-14,3.352104120200749e-23,-58.35589765271009,field probes,raw/msl_low/0.1_4/one_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",15037,1.4334583156568868e-09,7.000566874186203e-23,-3.1981570878481156,3.72337424772269e-23,-2.7419651795980253,truncation-suspect,
msl_low,0.3,4,two_port/0,25177,9.53287434765503e-14,1.6839414580134897e-23,-54.3331823152936,field probes,raw/msl_low/0.3_4/two_port/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",15037,1.4334583156568868e-09,1.2466350962287883e-21,-18.69412360080075,4.3554209645828e-23,-14.567092120750045,truncation-suspect,
